sample_id	read_count	gc_content	seq_score	read_length	map_score
barcode02	read	occurence
Mapped	3004
No mapped	956
total	3960	GC_content,mapped,occurence
45.93,1.0,1.0
45.94,1.0,3.0
45.95,0.0,1.0
45.95,1.0,2.0
45.96,0.0,1.0
45.96,1.0,4.0
45.97,1.0,6.0
45.98,0.0,1.0
45.98,1.0,5.0
45.99,1.0,6.0
46.0,0.0,1.0
46.0,1.0,5.0
46.01,0.0,1.0
46.01,1.0,2.0
46.02,0.0,1.0
46.02,1.0,2.0
46.03,0.0,1.0
46.03,1.0,7.0
46.04,0.0,1.0
46.04,1.0,2.0
46.05,0.0,2.0
46.05,1.0,2.0
46.06,1.0,8.0
46.07,0.0,2.0
46.07,1.0,2.0
46.08,0.0,2.0
46.08,1.0,7.0
46.09,0.0,1.0
46.09,1.0,5.0
46.1,0.0,2.0
46.1,1.0,4.0
46.11,1.0,4.0
46.12,1.0,11.0
46.13,1.0,3.0
46.14,1.0,2.0
46.15,0.0,1.0
46.15,1.0,12.0
46.17,0.0,2.0
46.17,1.0,5.0
46.18,0.0,2.0
46.18,1.0,7.0
46.19,0.0,1.0
46.19,1.0,5.0
46.2,0.0,2.0
46.2,1.0,3.0
46.21,0.0,1.0
46.21,1.0,6.0
46.22,0.0,1.0
46.22,1.0,17.0
46.23,0.0,1.0
46.23,1.0,4.0
46.24,0.0,3.0
46.24,1.0,7.0
46.25,1.0,4.0
46.26,1.0,5.0
46.27,1.0,8.0
46.28,0.0,1.0
46.28,1.0,7.0
46.29,1.0,4.0
46.3,1.0,4.0
46.31,0.0,1.0
46.31,1.0,2.0
46.32,1.0,3.0
46.33,0.0,1.0
46.33,1.0,2.0
46.34,0.0,1.0
46.34,1.0,4.0
46.35,1.0,9.0
46.36,0.0,3.0
46.36,1.0,4.0
46.37,0.0,1.0
46.37,1.0,8.0
46.38,1.0,6.0
46.39,1.0,6.0
46.4,1.0,5.0
46.41,0.0,1.0
46.41,1.0,10.0
46.42,1.0,6.0
46.43,0.0,1.0
46.43,1.0,4.0
46.44,1.0,3.0
46.45,0.0,2.0
46.45,1.0,7.0
46.46,0.0,1.0
46.46,1.0,3.0
46.47,1.0,5.0
46.48,1.0,9.0
46.49,0.0,2.0
46.49,1.0,3.0
46.5,0.0,1.0
46.5,1.0,6.0
46.51,0.0,1.0
46.51,1.0,9.0
46.52,1.0,6.0
46.53,0.0,3.0
46.53,1.0,2.0
46.54,0.0,2.0
46.54,1.0,7.0
46.55,0.0,1.0
46.55,1.0,12.0
46.56,0.0,1.0
46.56,1.0,12.0
46.57,1.0,5.0
46.58,0.0,2.0
46.58,1.0,14.0
46.59,0.0,2.0
46.59,1.0,6.0
46.6,1.0,5.0
46.61,0.0,1.0
46.61,1.0,22.0
46.62,0.0,2.0
46.62,1.0,8.0
46.63,0.0,2.0
46.63,1.0,4.0
46.64,1.0,39.0
46.65,1.0,7.0
46.67,0.0,2.0
46.67,1.0,11.0
46.69,1.0,7.0
46.7,0.0,1.0
46.7,1.0,3.0
46.71,1.0,3.0
46.72,0.0,1.0
46.72,1.0,6.0
46.73,0.0,2.0
46.73,1.0,6.0
46.74,1.0,9.0
46.75,0.0,3.0
46.75,1.0,4.0
46.76,1.0,6.0
46.77,1.0,18.0
46.78,0.0,1.0
46.78,1.0,8.0
46.79,0.0,2.0
46.79,1.0,5.0
46.8,0.0,2.0
46.8,1.0,6.0
46.81,1.0,17.0
46.82,0.0,1.0
46.82,1.0,3.0
46.83,0.0,1.0
46.83,1.0,9.0
46.84,0.0,1.0
46.84,1.0,24.0
46.85,1.0,8.0
46.86,0.0,1.0
46.86,1.0,16.0
46.87,0.0,1.0
46.88,0.0,1.0
46.88,1.0,5.0
46.89,1.0,12.0
46.9,1.0,9.0
46.91,0.0,1.0
46.91,1.0,3.0
46.92,0.0,1.0
46.92,1.0,6.0
46.93,0.0,1.0
46.93,1.0,6.0
46.94,0.0,1.0
46.94,1.0,4.0
46.95,1.0,13.0
46.96,0.0,2.0
46.96,1.0,3.0
46.97,0.0,1.0
46.97,1.0,6.0
46.98,1.0,11.0
46.99,1.0,9.0
47.0,1.0,8.0
47.01,0.0,1.0
47.01,1.0,12.0
47.02,1.0,3.0
47.03,1.0,71.0
47.04,1.0,11.0
47.05,1.0,1.0
47.06,0.0,2.0
47.06,1.0,57.0
47.07,1.0,1.0
47.08,1.0,10.0
47.09,0.0,1.0
47.09,1.0,7.0
47.1,0.0,2.0
47.1,1.0,4.0
47.11,1.0,5.0
47.12,1.0,3.0
47.13,1.0,5.0
47.14,1.0,5.0
47.15,1.0,23.0
47.16,1.0,3.0
47.17,1.0,12.0
47.18,0.0,2.0
47.18,1.0,7.0
47.19,1.0,6.0
47.2,1.0,6.0
47.21,1.0,13.0
47.22,0.0,1.0
47.22,1.0,8.0
47.23,1.0,39.0
47.24,0.0,3.0
47.24,1.0,8.0
47.25,1.0,1.0
47.26,0.0,1.0
47.26,1.0,30.0
47.27,0.0,2.0
47.27,1.0,7.0
47.28,1.0,14.0
47.29,1.0,4.0
47.3,1.0,12.0
47.31,1.0,10.0
47.32,1.0,4.0
47.33,0.0,2.0
47.33,1.0,11.0
47.34,1.0,1.0
47.35,0.0,1.0
47.35,1.0,9.0
47.36,0.0,1.0
47.36,1.0,2.0
47.37,0.0,3.0
47.37,1.0,13.0
47.38,0.0,2.0
47.38,1.0,5.0
47.39,0.0,3.0
47.39,1.0,10.0
47.4,0.0,2.0
47.4,1.0,4.0
47.41,1.0,14.0
47.42,1.0,7.0
47.43,0.0,1.0
47.43,1.0,7.0
47.44,0.0,4.0
47.44,1.0,19.0
47.45,0.0,1.0
47.45,1.0,4.0
47.46,0.0,2.0
47.46,1.0,127.0
47.47,0.0,2.0
47.47,1.0,5.0
47.48,0.0,2.0
47.48,1.0,34.0
47.49,0.0,2.0
47.49,1.0,8.0
47.5,0.0,2.0
47.5,1.0,7.0
47.51,1.0,6.0
47.52,0.0,1.0
47.52,1.0,8.0
47.53,0.0,2.0
47.53,1.0,19.0
47.54,1.0,8.0
47.55,0.0,1.0
47.55,1.0,7.0
47.56,1.0,6.0
47.57,0.0,1.0
47.57,1.0,7.0
47.58,0.0,2.0
47.58,1.0,8.0
47.59,0.0,2.0
47.59,1.0,9.0
47.6,1.0,12.0
47.61,1.0,3.0
47.62,1.0,8.0
47.63,1.0,3.0
47.64,1.0,16.0
47.65,1.0,4.0
47.66,1.0,24.0
47.67,0.0,1.0
47.67,1.0,1.0
47.68,0.0,1.0
47.68,1.0,20.0
47.69,1.0,9.0
47.7,1.0,14.0
47.71,0.0,1.0
47.71,1.0,6.0
47.72,0.0,1.0
47.72,1.0,6.0
47.73,1.0,4.0
47.74,0.0,4.0
47.74,1.0,13.0
47.75,1.0,3.0
47.76,1.0,6.0
47.77,0.0,2.0
47.77,1.0,5.0
47.78,0.0,2.0
47.78,1.0,1.0
47.79,1.0,8.0
47.8,0.0,4.0
47.8,1.0,5.0
47.81,1.0,5.0
47.82,1.0,1.0
47.83,0.0,2.0
47.83,1.0,5.0
47.84,1.0,11.0
47.85,0.0,3.0
47.85,1.0,2.0
47.86,1.0,14.0
47.87,1.0,3.0
47.88,0.0,1.0
47.88,1.0,13.0
47.89,1.0,5.0
47.9,0.0,3.0
47.9,1.0,12.0
47.91,0.0,2.0
47.91,1.0,4.0
47.92,0.0,2.0
47.92,1.0,3.0
47.93,1.0,7.0
47.94,1.0,5.0
47.95,1.0,2.0
47.96,0.0,1.0
47.96,1.0,6.0
47.97,0.0,1.0
47.97,1.0,7.0
47.98,0.0,1.0
47.98,1.0,3.0
47.99,0.0,1.0
47.99,1.0,3.0
48.0,1.0,6.0
48.01,1.0,4.0
48.02,1.0,2.0
48.03,1.0,8.0
48.04,1.0,2.0
48.05,0.0,1.0
48.05,1.0,4.0
48.06,0.0,1.0
48.06,1.0,3.0
48.07,1.0,15.0
48.08,0.0,1.0
48.08,1.0,9.0
48.09,0.0,1.0
48.09,1.0,9.0
48.1,1.0,3.0
48.11,0.0,2.0
48.11,1.0,2.0
48.12,1.0,7.0
48.13,1.0,3.0
48.14,1.0,2.0
48.15,0.0,1.0
48.15,1.0,5.0
48.16,1.0,8.0
48.17,1.0,6.0
48.18,1.0,4.0
48.19,1.0,4.0
48.2,0.0,1.0
48.2,1.0,4.0
48.21,0.0,1.0
48.21,1.0,8.0
48.22,0.0,1.0
48.22,1.0,2.0
48.23,1.0,3.0
48.24,1.0,3.0
48.25,1.0,2.0
48.26,0.0,1.0
48.26,1.0,6.0
48.27,1.0,1.0
48.28,1.0,16.0
48.29,1.0,5.0
48.3,1.0,6.0
48.31,0.0,1.0
48.31,1.0,7.0
48.32,1.0,2.0
48.33,0.0,3.0
48.33,1.0,4.0
48.34,0.0,1.0
48.34,1.0,3.0
48.35,0.0,1.0
48.35,1.0,4.0
48.36,1.0,5.0
48.39,0.0,1.0
48.39,1.0,2.0
48.4,0.0,1.0
48.4,1.0,7.0
48.41,0.0,1.0
48.41,1.0,8.0
48.42,1.0,3.0
48.43,0.0,2.0
48.43,1.0,10.0
48.44,0.0,1.0
48.44,1.0,6.0
48.45,0.0,1.0
48.45,1.0,2.0
48.46,0.0,1.0
48.46,1.0,5.0
48.47,1.0,3.0
48.48,1.0,3.0
48.49,1.0,1.0
48.5,0.0,1.0
48.5,1.0,4.0
48.51,0.0,1.0
48.51,1.0,7.0
48.52,1.0,5.0
48.53,1.0,4.0
48.54,0.0,1.0
48.54,1.0,1.0
48.55,0.0,2.0
48.56,1.0,2.0
48.57,1.0,3.0
48.58,1.0,3.0
48.59,1.0,2.0
48.6,0.0,3.0
48.6,1.0,1.0
48.61,1.0,2.0
48.62,0.0,1.0
48.62,1.0,3.0
48.63,1.0,2.0
48.64,1.0,4.0
48.65,0.0,1.0
48.65,1.0,6.0
48.66,1.0,2.0
48.67,1.0,4.0
48.68,0.0,2.0
48.68,1.0,1.0
48.69,1.0,2.0
48.7,0.0,1.0
48.7,1.0,2.0
48.71,1.0,5.0
48.72,1.0,3.0
48.73,1.0,3.0
48.74,1.0,4.0
48.75,0.0,2.0
48.75,1.0,3.0
48.76,0.0,2.0
48.76,1.0,1.0
48.77,0.0,2.0
48.77,1.0,3.0
48.78,0.0,2.0
48.78,1.0,4.0
48.79,0.0,2.0
48.79,1.0,3.0
48.8,0.0,1.0
48.8,1.0,3.0
48.81,0.0,4.0
48.81,1.0,2.0
48.82,0.0,2.0
48.82,1.0,2.0
48.83,0.0,2.0
48.84,0.0,1.0
48.84,1.0,3.0
48.85,0.0,1.0
48.85,1.0,3.0
48.86,1.0,3.0
48.87,1.0,3.0
48.88,1.0,8.0
48.89,0.0,1.0
48.89,1.0,1.0
48.9,1.0,5.0
48.91,0.0,2.0
48.91,1.0,4.0
48.92,1.0,2.0
48.93,1.0,2.0
48.94,0.0,1.0
48.94,1.0,2.0
48.95,0.0,2.0
48.95,1.0,1.0
48.96,0.0,1.0
48.96,1.0,1.0
48.97,1.0,1.0
48.98,0.0,3.0
48.99,0.0,1.0
48.99,1.0,4.0
49.0,1.0,2.0
49.01,0.0,1.0
49.01,1.0,3.0
49.02,0.0,2.0
49.02,1.0,1.0
49.03,1.0,3.0
49.04,1.0,2.0
49.05,0.0,1.0
49.06,0.0,1.0
49.06,1.0,1.0
49.07,1.0,3.0
49.09,0.0,1.0
49.09,1.0,3.0
49.1,0.0,1.0
49.1,1.0,2.0
49.11,0.0,1.0
49.11,1.0,3.0
49.12,0.0,1.0
49.12,1.0,3.0
49.13,1.0,3.0
49.14,1.0,1.0
49.15,0.0,1.0
49.16,0.0,1.0
49.16,1.0,1.0
49.17,0.0,1.0
49.17,1.0,2.0
49.19,0.0,1.0
49.19,1.0,1.0
49.2,0.0,1.0
49.2,1.0,2.0
49.21,0.0,2.0
49.21,1.0,3.0
49.22,1.0,1.0
49.23,1.0,1.0
49.25,0.0,1.0
49.25,1.0,3.0
49.26,0.0,2.0
49.26,1.0,1.0
49.27,0.0,1.0
49.27,1.0,2.0
49.28,0.0,1.0
49.28,1.0,2.0
49.29,1.0,2.0
49.3,0.0,1.0
49.3,1.0,4.0
49.31,1.0,1.0
49.32,0.0,2.0
49.32,1.0,3.0
49.33,0.0,2.0
49.33,1.0,1.0
49.34,0.0,3.0
49.34,1.0,1.0
49.35,0.0,1.0
49.35,1.0,1.0
49.37,0.0,1.0
49.37,1.0,2.0
49.38,0.0,1.0
49.38,1.0,2.0
49.4,0.0,1.0
49.4,1.0,1.0
49.41,1.0,1.0
49.42,1.0,2.0
49.43,1.0,1.0
49.44,0.0,2.0
49.44,1.0,2.0
49.45,1.0,2.0
49.46,1.0,9.0
49.47,0.0,3.0
49.48,0.0,1.0
49.48,1.0,2.0
49.49,0.0,1.0
49.5,1.0,2.0
49.51,0.0,2.0
49.52,1.0,2.0
49.55,0.0,1.0
49.55,1.0,3.0
49.56,1.0,3.0
49.57,1.0,1.0
49.58,0.0,1.0
49.58,1.0,3.0
49.59,1.0,2.0
49.62,1.0,1.0
49.63,1.0,2.0
49.64,0.0,1.0
49.64,1.0,6.0
49.65,0.0,1.0
49.65,1.0,1.0
49.66,1.0,2.0
49.67,1.0,2.0
49.68,0.0,3.0
49.68,1.0,1.0
49.69,0.0,1.0
49.69,1.0,3.0
49.71,1.0,2.0
49.72,1.0,1.0
49.73,1.0,2.0
49.75,0.0,3.0
49.75,1.0,1.0
49.76,1.0,1.0
49.77,0.0,1.0
49.77,1.0,3.0
49.78,0.0,1.0
49.78,1.0,1.0
49.79,0.0,1.0
49.79,1.0,1.0
49.8,1.0,1.0
49.81,0.0,1.0
49.81,1.0,4.0
49.82,0.0,1.0
49.82,1.0,24.0
49.83,0.0,1.0
49.83,1.0,2.0
49.84,1.0,1.0
49.85,0.0,2.0
49.85,1.0,2.0
49.86,1.0,1.0
49.87,0.0,1.0
49.87,1.0,2.0
49.89,1.0,2.0
49.9,0.0,1.0
49.9,1.0,3.0
49.92,0.0,1.0
49.92,1.0,1.0
49.94,0.0,1.0
49.95,0.0,1.0
50.0,0.0,10.0
50.0,1.0,20.0
50.07,0.0,1.0
50.07,1.0,1.0
50.08,1.0,2.0
50.09,0.0,1.0
50.09,1.0,3.0
50.11,0.0,1.0
